bid,bidtime,bidderrate,openbid,price,item,auction_type,bid_no
0.14055869814222896,-1.5894335707061986,-0.24403456645964447,0.5061119131989062,1.214893712885658,Cartier wristwatch,3,-1.1283527053132325
0.46231699987837527,-1.5586317542704704,-0.26095957604476505,0.5061119131989062,1.214893712885658,Cartier wristwatch,3,-1.0278060057434282
0.35506423263299314,-1.5462711131691762,-0.24403456645964447,0.5061119131989062,1.214893712885658,Cartier wristwatch,3,-0.9272593061736238
0.46231699987837527,-1.5462325263603272,-0.24403456645964447,0.5061119131989062,1.214893712885658,Cartier wristwatch,3,-0.8267126066038195
0.5695697671237574,-1.5461653106287838,-0.24403456645964447,0.5061119131989062,1.214893712885658,Cartier wristwatch,3,-0.7261659070340152
0.8913280688599037,-1.4326744523012014,-0.2355720616670842,0.5061119131989062,1.214893712885658,Cartier wristwatch,3,-0.6256192074642107
0.8913280688599037,-1.24917177098039,0.0013780725246037569,0.5061119131989062,1.214893712885658,Cartier wristwatch,3,-0.5250725078944064
0.9985808361052858,-1.2490087105946088,0.0013780725246037569,0.5061119131989062,1.214893712885658,Cartier wristwatch,3,-0.42452580832460207
0.9342291757580565,-1.2144614842289898,-0.26095957604476505,0.5061119131989062,1.214893712885658,Cartier wristwatch,3,-0.32397910875479774
1.105833603350668,-1.151077049383556,-0.2355720616670842,0.5061119131989062,1.214893712885658,Cartier wristwatch,3,-0.22343240918499338
1.0843830499015914,-1.1428505906841047,-0.26095957604476505,0.5061119131989062,1.214893712885658,Cartier wristwatch,3,-0.12288570961518903
1.1272841567997443,-1.1427738319783296,-0.26095957604476505,0.5061119131989062,1.214893712885658,Cartier wristwatch,3,-0.022339010045384678
1.5348446723321962,-0.535854777862129,-0.26095957604476505,0.5061119131989062,1.214893712885658,Cartier wristwatch,3,0.07820768952441967
1.7493502068229605,-0.41981884979820555,-0.26095957604476505,0.5061119131989062,1.214893712885658,Cartier wristwatch,3,0.17875438909422403
2.0174821249364157,-0.41802767502615074,-0.049396956230757946,0.5061119131989062,1.214893712885658,Cartier wristwatch,3,0.27930108866402836
1.9638557413137248,-0.41794593737729857,-0.26095957604476505,0.5061119131989062,1.214893712885658,Cartier wristwatch,3,0.3798477882338327
-0.3742545846356051,-1.6312608416746612,-0.26095957604476505,0.08680974210199043,-0.095910404464527,Cartier wristwatch,3,-1.1283527053132325
-0.39570513808468155,-1.3527702992372443,0.7122284750996676,0.08680974210199043,-0.095910404464527,Cartier wristwatch,3,-1.0278060057434282
-0.3721095292906975,-1.3526790186141608,0.7122284750996676,0.08680974210199043,-0.095910404464527,Cartier wristwatch,3,-0.9272593061736238
-0.3667468909284284,-1.0002009671362997,-0.26095957604476505,0.08680974210199043,-0.095910404464527,Cartier wristwatch,3,-0.8267126066038195
-0.3089376493831675,-0.9541283173706013,-0.26095957604476505,0.08680974210199043,-0.095910404464527,Cartier wristwatch,3,-0.7261659070340152
-0.2865218210288826,-0.558161272672232,-0.26095957604476505,0.08680974210199043,-0.095910404464527,Cartier wristwatch,3,-0.6256192074642107
-0.26507126757980615,-0.5579932333433736,-0.26095957604476505,0.08680974210199043,-0.095910404464527,Cartier wristwatch,3,-0.5250725078944064
-0.2444787362686928,-0.5575559161764184,-0.26095957604476505,0.08680974210199043,-0.095910404464527,Cartier wristwatch,3,-0.42452580832460207
-0.18119960359391737,-0.48130630733119195,-0.2524970712522048,0.08680974210199043,-0.095910404464527,Cartier wristwatch,3,-0.32397910875479774
-0.1275732199712263,-0.4811337039711792,-0.2524970712522048,0.08680974210199043,-0.095910404464527,Cartier wristwatch,3,-0.22343240918499338
-0.07394683634853526,-0.4810374444050183,-0.2524970712522048,0.08680974210199043,-0.095910404464527,Cartier wristwatch,3,-0.12288570961518903
-0.05249628289945884,-0.48081671126192504,-0.2524970712522048,0.08680974210199043,-0.095910404464527,Cartier wristwatch,3,-0.022339010045384678
0.033305930896846844,-0.4807204516957641,-0.2524970712522048,0.08680974210199043,-0.095910404464527,Cartier wristwatch,3,0.07820768952441967
0.14055869814222896,-0.48060510618114033,-0.2524970712522048,0.08680974210199043,-0.095910404464527,Cartier wristwatch,3,0.17875438909422403
0.24781146538761106,-0.4767588726539341,-0.2524970712522048,0.08680974210199043,-0.095910404464527,Cartier wristwatch,3,0.27930108866402836
-0.21337543376753199,-0.4414287074894112,-0.2186470520819636,0.08680974210199043,-0.095910404464527,Cartier wristwatch,3,0.3798477882338327
-0.19192488031845556,-0.44127519007786137,-0.2186470520819636,0.08680974210199043,-0.095910404464527,Cartier wristwatch,3,0.4803944878036371
-0.17047432686937916,-0.44109719286284826,-0.2186470520819636,0.08680974210199043,-0.095910404464527,Cartier wristwatch,3,0.5809411873734415
-0.15974905014484095,-0.44095321842553,-0.2186470520819636,0.08680974210199043,-0.095910404464527,Cartier wristwatch,3,0.6814878869432458
-0.13829849669576452,-0.44081878696244314,-0.2186470520819636,0.08680974210199043,-0.095910404464527,Cartier wristwatch,3,0.7820345865130501
-0.03962595083001298,-0.4262682407309878,-0.2524970712522048,0.08680974210199043,-0.095910404464527,Cartier wristwatch,3,0.8825812860828545
0.007565266757955141,-0.42614335224213246,-0.2524970712522048,0.08680974210199043,-0.095910404464527,Cartier wristwatch,3,0.9831279856526588
0.06548176107046148,-0.42598941991865963,-0.2524970712522048,0.08680974210199043,-0.095910404464527,Cartier wristwatch,3,1.0836746852224632
0.20062024779964294,-0.42588403229019034,-0.2524970712522048,0.08680974210199043,-0.095910404464527,Cartier wristwatch,3,1.1842213847922676
0.2456664100427034,-0.4257541648582576,-0.2524970712522048,0.08680974210199043,-0.095910404464527,Cartier wristwatch,3,1.284768084362072
0.2585367421121493,-0.4256247123382483,-0.2524970712522048,0.08680974210199043,-0.095910404464527,Cartier wristwatch,3,1.3853147839318762
-0.2884523708392995,-0.9107978205047204,-0.11709699457124022,0.09096124874651434,-0.22219519137997165,Cartier wristwatch,3,-1.1283527053132325
-0.3742545846356051,-0.5143888946082417,-0.2355720616670842,0.09096124874651434,-0.22219519137997165,Cartier wristwatch,3,-1.0278060057434282
-0.3399336991170829,-0.5143025929282354,-0.2355720616670842,0.09096124874651434,-0.22219519137997165,Cartier wristwatch,3,-0.9272593061736238
-0.3099029242883759,-0.5142399412278461,-0.2355720616670842,0.09096124874651434,-0.22219519137997165,Cartier wristwatch,3,-0.8267126066038195
-0.2863073154943918,-0.5139279274616694,-0.2355720616670842,0.09096124874651434,-0.22219519137997165,Cartier wristwatch,3,-0.7261659070340152
-0.2348259872166084,-0.4855898580253532,-0.26095957604476505,0.09096124874651434,-0.22219519137997165,Cartier wristwatch,3,-0.6256192074642107
-0.18119960359391737,-0.4317616745929305,-0.2186470520819636,0.09096124874651434,-0.22219519137997165,Cartier wristwatch,3,-0.5250725078944064
-0.21981059980225492,-0.4291112172281202,-0.2355720616670842,0.09096124874651434,-0.22219519137997165,Cartier wristwatch,3,-0.42452580832460207
-0.20050510169808614,-0.4290199366050365,-0.2355720616670842,0.09096124874651434,-0.22219519137997165,Cartier wristwatch,3,-0.32397910875479774
-0.18977982497354792,-0.4288660042815637,-0.2355720616670842,0.09096124874651434,-0.22219519137997165,Cartier wristwatch,3,-0.22343240918499338
-0.15545893945502565,-0.42876518068424846,-0.2355720616670842,0.09096124874651434,-0.22219519137997165,Cartier wristwatch,3,-0.12288570961518903
-0.07394683634853526,-0.4195450079289547,-0.01554693706051681,0.09096124874651434,-0.22219519137997165,Cartier wristwatch,3,-0.022339010045384678
-0.12542816462631867,-0.41871435425889353,-0.2355720616670842,0.09096124874651434,-0.22219519137997165,Cartier wristwatch,3,0.07820768952441967
-0.07823694703835055,-0.418666224475813,-0.2355720616670842,0.09096124874651434,-0.22219519137997165,Cartier wristwatch,3,0.17875438909422403
-0.050351227554551195,-0.4185604219354207,-0.2355720616670842,0.09096124874651434,-0.22219519137997165,Cartier wristwatch,3,0.27930108866402836
-0.018175397380936563,-0.4184790991984915,-0.01554693706051681,0.09096124874651434,-0.22219519137997165,Cartier wristwatch,3,0.3798477882338327
-0.009595176001305996,-0.4184259904723339,-0.2186470520819636,0.09096124874651434,-0.22219519137997165,Cartier wristwatch,3,0.4803944878036371
0.0011301007232322143,-0.4183156239007872,-0.2355720616670842,0.09096124874651434,-0.22219519137997165,Cartier wristwatch,3,0.5809411873734415
0.03866856925911595,-0.41830608092655586,-0.01554693706051681,0.09096124874651434,-0.22219519137997165,Cartier wristwatch,3,0.6814878869432458
0.022580654172308635,-0.4182770370919383,-0.20172204249684306,0.09096124874651434,-0.22219519137997165,Cartier wristwatch,3,0.7820345865130501
0.06548176107046148,-0.41808991181461685,-0.2186470520819636,0.09096124874651434,-0.22219519137997165,Cartier wristwatch,3,0.8825812860828545
0.0869323145195379,-0.41802269608307346,-0.01554693706051681,0.09096124874651434,-0.22219519137997165,Cartier wristwatch,3,0.9831279856526588
0.08907736986444555,-0.4179940671603789,-0.2355720616670842,0.09096124874651434,-0.22219519137997165,Cartier wristwatch,3,1.0836746852224632
-0.5351337355036783,-0.7493232280936071,-0.22710955687452392,-0.2827158643270836,-0.6779873596483353,Cartier wristwatch,3,-1.1283527053132325
-0.5833974807641003,-0.47048208508116457,0.21294069233861085,-0.2827158643270836,-0.6779873596483353,Cartier wristwatch,3,-1.0278060057434282
-0.5759112376103726,-0.4703476536180778,0.21294069233861085,-0.2827158643270836,-0.6779873596483353,Cartier wristwatch,3,-0.9272593061736238
-0.5630409055409267,-0.47024683002076256,0.21294069233861085,-0.2827158643270836,-0.6779873596483353,Cartier wristwatch,3,-0.8267126066038195
-0.5544606841612961,-0.4674665052240195,0.21294069233861085,-0.2827158643270836,-0.6779873596483353,Cartier wristwatch,3,-0.7261659070340152
-0.5415903520918502,-0.46735115970939567,0.21294069233861085,-0.2827158643270836,-0.6779873596483353,Cartier wristwatch,3,-0.6256192074642107
-0.5246873159739781,-0.4216100245702604,-0.19325953770428278,-0.2827158643270836,-0.6779873596483353,Cartier wristwatch,3,-0.5250725078944064
-0.5225422606290704,-0.417936394403067,0.0860031204502066,-0.2827158643270836,-0.6779873596483353,Cartier wristwatch,3,-0.42452580832460207
-0.5887815696798184,-0.9649861474864005,0.21294069233861085,-0.2827158643270836,-0.7017576733373564,Cartier wristwatch,3,-1.1283527053132325
-0.5866150637814617,-0.8438501220636401,-0.26095957604476505,-0.2827158643270836,-0.7017576733373564,Cartier wristwatch,3,-1.0278060057434282
-0.5651859608858344,-0.8432738094024438,0.21294069233861085,-0.2827158643270836,-0.7017576733373564,Cartier wristwatch,3,-0.9272593061736238
-0.567309565677293,-0.8396864809152568,-0.26095957604476505,-0.2827158643270836,-0.7017576733373564,Cartier wristwatch,3,-0.8267126066038195
-0.5651645103323852,-0.8301588584249402,-0.26095957604476505,-0.2827158643270836,-0.7017576733373564,Cartier wristwatch,3,-0.7261659070340152
-0.5565842889527547,-0.8300099050445446,-0.26095957604476505,-0.2827158643270836,-0.7017576733373564,Cartier wristwatch,3,-0.6256192074642107
-0.5544606841612961,-0.8292464671060269,0.21294069233861085,-0.2827158643270836,-0.7017576733373564,Cartier wristwatch,3,-0.5250725078944064
-0.5544392336078471,-0.42125444505215737,0.21294069233861085,-0.2827158643270836,-0.7017576733373564,Cartier wristwatch,3,-0.42452580832460207
-0.5544392336078471,-0.4185990087442696,0.21294069233861085,-0.2827158643270836,-0.7017576733373564,Cartier wristwatch,3,-0.32397910875479774
-0.18119960359391737,-1.4641820339181355,-0.26095957604476505,0.29849506590626507,0.23179062487301924,Cartier wristwatch,3,-1.1283527053132325
-0.27772709411476126,-1.3671818499744588,-0.21018454728940333,0.29849506590626507,0.23179062487301924,Cartier wristwatch,3,-1.0278060057434282
-0.26700181739022305,-1.367105091268684,-0.21018454728940333,0.29849506590626507,0.23179062487301924,Cartier wristwatch,3,-0.9272593061736238
-0.24662379161360046,-1.3556755125228428,0.018303082109724325,0.29849506590626507,0.23179062487301924,Cartier wristwatch,3,-0.8267126066038195
-0.2241007104920702,-1.3552913040820453,0.018303082109724325,0.29849506590626507,0.23179062487301924,Cartier wristwatch,3,-0.7261659070340152
-0.21337543376753199,-1.3551523085878046,0.018303082109724325,0.29849506590626507,0.23179062487301924,Cartier wristwatch,3,-0.6256192074642107
-0.18119960359391737,-1.3550083341504862,0.018303082109724325,0.29849506590626507,0.23179062487301924,Cartier wristwatch,3,-0.5250725078944064
0.46231699987837527,-1.2970501174354518,-0.24403456645964447,0.29849506590626507,0.23179062487301924,Cartier wristwatch,3,-0.42452580832460207
0.5052181067765281,-1.0034903888626954,-0.26095957604476505,0.29849506590626507,0.23179062487301924,Cartier wristwatch,3,-0.32397910875479774
0.548119213674681,-1.0033941292965345,-0.26095957604476505,0.29849506590626507,0.23179062487301924,Cartier wristwatch,3,-0.22343240918499338
0.6768225343691394,-1.003322349533837,-0.26095957604476505,0.29849506590626507,0.23179062487301924,Cartier wristwatch,3,-0.12288570961518903
0.6982730878182158,-0.489782128096431,15.293124232681036,0.29849506590626507,0.23179062487301924,Cartier wristwatch,3,-0.022339010045384678
-0.18119960359391737,-1.4827232030260382,-0.26095957604476505,0.5019604065543823,0.07353500582708228,Cartier wristwatch,3,-1.1283527053132325
-0.15974905014484095,-1.2964592828569468,-0.26095957604476505,0.5019604065543823,0.07353500582708228,Cartier wristwatch,3,-1.0278060057434282
-0.13829849669576452,-0.8564078463284102,-0.26095957604476505,0.5019604065543823,0.07353500582708228,Cartier wristwatch,3,-0.9272593061736238
0.46231699987837527,-0.8204681755488425,-0.2524970712522048,0.5019604065543823,0.07353500582708228,Cartier wristwatch,3,-0.8267126066038195
-0.07394683634853526,-0.6774484505656255,-0.26095957604476505,0.5019604065543823,0.07353500582708228,Cartier wristwatch,3,-0.7261659070340152
-0.05249628289945884,-0.6773617339736961,-0.26095957604476505,0.5019604065543823,0.07353500582708228,Cartier wristwatch,3,-0.6256192074642107
-0.009595176001305996,-0.6772849752679212,-0.26095957604476505,0.5019604065543823,0.07353500582708228,Cartier wristwatch,3,-0.5250725078944064
0.05475648434592326,-0.6756377749331847,-0.26095957604476505,0.5019604065543823,0.07353500582708228,Cartier wristwatch,3,-0.42452580832460207
0.2585367421121493,-0.6755323873047154,-0.26095957604476505,0.5019604065543823,0.07353500582708228,Cartier wristwatch,3,-0.32397910875479774
0.3572092879779008,-0.6754361277385544,-0.26095957604476505,0.5019604065543823,0.07353500582708228,Cartier wristwatch,3,-0.22343240918499338
0.4644620552232829,-0.6753402830843167,-0.26095957604476505,0.5019604065543823,0.07353500582708228,Cartier wristwatch,3,-0.12288570961518903
0.4859126086723593,-0.5651197605346673,-0.26095957604476505,0.5019604065543823,0.07353500582708228,Cartier wristwatch,3,-0.022339010045384678
1.985306294762801,-1.4437003217458588,-0.26095957604476505,4.657618557722825,2.030149932213212,Cartier wristwatch,3,-1.1283527053132325
2.6073723447860178,-1.273543282431799,-0.2186470520819636,4.657618557722825,2.030149932213212,Cartier wristwatch,3,-1.0278060057434282
2.092559062008183,-0.6840704448584206,-0.26095957604476505,4.657618557722825,2.030149932213212,Cartier wristwatch,3,-0.9272593061736238
2.1998118292535658,-0.684017751044186,-0.26095957604476505,4.657618557722825,2.030149932213212,Cartier wristwatch,3,-0.8267126066038195
2.3070645964989476,-0.6839264704211023,-0.26095957604476505,4.657618557722825,2.030149932213212,Cartier wristwatch,3,-0.7261659070340152
2.521570130989712,-0.6838542757464816,-0.26095957604476505,4.657618557722825,2.030149932213212,Cartier wristwatch,3,-0.6256192074642107
2.736075665480476,-0.6837970179010927,-0.26095957604476505,4.657618557722825,2.030149932213212,Cartier wristwatch,3,-0.5250725078944064
3.1114603508393133,-0.5193927324009175,-0.2186470520819636,4.657618557722825,2.030149932213212,Cartier wristwatch,3,-0.42452580832460207
2.8433284327258583,-0.49190979643812605,-0.26095957604476505,4.657618557722825,2.030149932213212,Cartier wristwatch,3,-0.32397910875479774
2.95058119997124,-0.49170317030041855,-0.26095957604476505,4.657618557722825,2.030149932213212,Cartier wristwatch,3,-0.22343240918499338
3.0578339672166224,-0.4915446739457915,-0.26095957604476505,4.657618557722825,2.030149932213212,Cartier wristwatch,3,-0.12288570961518903
0.033305930896846844,-1.4669287508491067,-0.2355720616670842,0.09096124874651434,0.4596787162991684,Cartier wristwatch,3,-1.1283527053132325
-0.1275732199712263,-1.4645948712816272,-0.20172204249684306,0.09096124874651434,0.4596787162991684,Cartier wristwatch,3,-1.0278060057434282
0.033305930896846844,-1.4644795257670034,-0.20172204249684306,0.09096124874651434,0.4596787162991684,Cartier wristwatch,3,-0.9272593061736238
0.14055869814222896,-1.4643596162212253,-0.20172204249684306,0.09096124874651434,0.4596787162991684,Cartier wristwatch,3,-0.8267126066038195
0.14055869814222896,-0.9097941485627236,-0.26095957604476505,0.09096124874651434,0.4596787162991684,Cartier wristwatch,3,-0.7261659070340152
0.24781146538761106,-0.5590400561253737,-0.09170948019355936,0.09096124874651434,0.4596787162991684,Cartier wristwatch,3,-0.6256192074642107
0.24781146538761106,-0.5342316424189326,-0.24403456645964447,0.09096124874651434,0.4596787162991684,Cartier wristwatch,3,-0.5250725078944064
0.7840753016145215,-0.4543851621122877,-0.20172204249684306,0.09096124874651434,0.4596787162991684,Cartier wristwatch,3,-0.42452580832460207
0.8377016852372127,-0.4542652525665097,-0.20172204249684306,0.09096124874651434,0.4596787162991684,Cartier wristwatch,3,-0.32397910875479774
0.9127786223089801,-0.4541353851345769,-0.20172204249684306,0.09096124874651434,0.4596787162991684,Cartier wristwatch,3,-0.22343240918499338
0.7862632580663274,-0.4199964321012955,0.04369059648740518,0.09096124874651434,0.4596787162991684,Cartier wristwatch,3,-0.12288570961518903
0.9375754620961123,-0.41890645847929225,0.04369059648740518,0.09096124874651434,0.4596787162991684,Cartier wristwatch,3,-0.022339010045384678
0.9826216243391728,-0.4180467609746136,0.04369059648740518,0.09096124874651434,0.4596787162991684,Cartier wristwatch,3,0.07820768952441967
1.0040721777882493,-0.41796045929460734,-0.09170948019355936,0.09096124874651434,0.4596787162991684,Cartier wristwatch,3,0.17875438909422403
0.6768225343691394,-1.5583583273131425,-0.26095957604476505,0.09091973368006909,1.2548572530487734,Cartier wristwatch,3,-1.1283527053132325
-0.3399551496705319,-1.5318404764834987,-0.19325953770428278,0.09091973368006909,1.2548572530487734,Cartier wristwatch,3,-1.0278060057434282
-0.28632876604784085,-1.5316770011857945,-0.19325953770428278,0.09091973368006909,1.2548572530487734,Cartier wristwatch,3,-0.9272593061736238
-0.23270238242514982,-1.5315330267484761,-0.19325953770428278,0.09091973368006909,1.2548572530487734,Cartier wristwatch,3,-0.8267126066038195
-0.17907599880245878,-1.5314322031511611,-0.19325953770428278,0.09091973368006909,1.2548572530487734,Cartier wristwatch,3,-0.7261659070340152
-0.06967817621216903,-1.5312927927449969,-0.19325953770428278,0.09091973368006909,1.2548572530487734,Cartier wristwatch,3,-0.6256192074642107
-0.04822762276309261,-1.3854110053161848,-0.26095957604476505,0.09091973368006909,1.2548572530487734,Cartier wristwatch,3,-0.5250725078944064
-0.02677706931401619,-1.3852620519357892,-0.26095957604476505,0.09091973368006909,1.2548572530487734,Cartier wristwatch,3,-0.42452580832460207
0.016124037584136653,-1.3850749266584679,-0.26095957604476505,0.09091973368006909,1.2548572530487734,Cartier wristwatch,3,-0.32397910875479774
0.04829986775775128,-1.3849309522211495,-0.26095957604476505,0.09091973368006909,1.2548572530487734,Cartier wristwatch,3,-0.22343240918499338
0.2571210055845102,-0.9572160919023671,0.060615606072525745,0.09091973368006909,1.2548572530487734,Cartier wristwatch,3,-0.12288570961518903
0.5173376694752563,-0.9571202472481292,0.060615606072525745,0.09091973368006909,1.2548572530487734,Cartier wristwatch,3,-0.022339010045384678
0.9468206506326644,-0.956447675020772,0.060615606072525745,0.09091973368006909,1.2548572530487734,Cartier wristwatch,3,0.07820768952441967
1.105833603350668,-0.7932731884606875,-0.26095957604476505,0.09091973368006909,1.2548572530487734,Cartier wristwatch,3,0.17875438909422403
1.5348446723321962,-0.7416490171638116,-0.26095957604476505,0.09091973368006909,1.2548572530487734,Cartier wristwatch,3,0.27930108866402836
